image_id,box0,box1,box2,box3,idx,action
113,1329.07308,758.1938626,67.5460753,142.564958,2,1
113,1513.636433,705.2098691,40.15852076,65.87716621,21,0
114,1425.595919,746.5844784,56.36286834,159.9747426,1,1
114,1332.974551,759.8434735,65.22612316,141.2123897,2,1
114,1515.931307,706.8803526,38.86918482,62.77322895,21,0
115,1427.502968,748.6064792,55.03367675,156.3430453,1,1
115,1335.51247,759.9512131,63.36003428,140.384743,2,1
115,1516.381292,707.6484796,39.55446557,62.62015634,21,0
116,1429.713573,749.7963293,53.94490417,152.6303058,1,1
116,1339.043018,761.6939366,61.68664998,138.5637839,2,1
116,1518.066015,706.958155,39.15645259,62.06027705,21,0
116,1276.254395,519.7573853,30.35107422,50.60650635,26,0
117,1429.548517,751.0074065,53.93154488,152.0675229,1,1
117,1339.116647,762.2300528,60.69879952,138.3630424,2,1
117,1518.187476,709.143865,37.37856125,58.23764438,21,0
118,1430.220835,755.1854467,52.53794015,147.9638537,1,1
118,1340.899209,762.8217507,59.55864747,137.3672332,2,1
119,1433.774279,756.7316015,52.05783013,146.9780215,1,1
119,1343.422488,763.7794697,57.98001982,135.720549,2,1
120,1435.155796,759.125395,51.73874086,145.7501454,1,1
120,1344.2162,764.4990677,57.10640715,135.5300354,2,1
120,1519.864925,710.5853723,36.66259064,56.51864646,21,0
121,1436.051179,760.5958149,51.85151138,146.2854625,1,1
121,1344.298505,765.4283115,56.16443887,135.6022895,2,1
122,1437.728372,760.0999493,52.42445013,147.7491253,1,1
122,1344.705446,764.3619608,56.93873386,137.7674868,2,1
123,1438.369425,759.6046076,53.06533607,148.9916058,1,1
123,1344.133326,762.7415877,58.64672846,140.6085219,2,1
124,1438.458746,758.5142036,54.24778927,151.6849234,1,1
124,1344.387877,762.1817133,60.54083993,143.0178531,2,1
125,1438.787455,757.1436796,54.47771565,151.8840846,1,1
125,1344.356205,763.1178112,61.55331134,142.3812536,2,1
126,1438.698604,756.4326429,54.95904047,153.5524811,1,1
126,1344.69129,761.0957894,64.14991389,145.2339818,2,1
127,1439.669736,757.2914106,54.8458353,153.0431468,1,1
127,1344.298651,757.2831206,67.37798998,150.6872028,2,1
127,1539.773114,707.6506972,37.92752254,58.43080514,21,0
128,1439.286693,759.4884309,54.22147582,149.8405662,1,1
128,1348.85172,758.0190839,68.54498465,150.6257739,2,1
128,1540.720304,708.3187102,38.2123979,59.24603467,21,0
129,1438.585489,761.2464606,52.95379465,144.3503884,1,1
129,1345.210541,757.0035984,69.63219212,151.7338368,2,1
129,1541.986446,707.6346557,38.08376668,59.3058989,21,0
130,1438.242944,760.59651,53.13387118,143.8037889,1,1
130,1344.062527,755.5060388,70.38129414,152.6382231,2,1
131,1438.114198,761.0099738,52.8809688,141.8920121,1,1
131,1343.661548,759.2636732,68.07157216,148.8339849,2,1
131,1541.786294,708.6833908,37.79427271,58.80629197,21,0
132,1438.080134,758.9421761,54.25660381,144.7455183,1,1
132,1349.946425,758.3859385,67.51840273,147.4052626,2,1
132,1541.239819,708.2349671,40.16305658,63.49878818,21,0
133,1438.621265,759.7124851,54.66617581,144.4810006,1,1
133,1354.64552,760.5319454,64.72016236,141.0214146,2,1
133,1542.546909,708.9555701,38.88242327,61.82314618,21,0
134,1439.287475,759.5725675,55.55002721,145.6018032,1,1
134,1357.869676,763.9843638,62.08290408,136.5257503,2,1
134,1544.515621,709.0094202,38.48138569,61.0927987,21,0
135,1440.511659,761.8245647,56.43451578,144.4894155,1,1
135,1359.520798,765.9372819,61.16896281,135.4479064,2,1
135,1543.722634,708.7043055,39.81725831,63.06662803,21,0
135,1354.006714,767.5285645,45.39660645,140.6879272,27,0
